id,unitgroup_id,code,name
756,,71149,"Other concrete placers, concrete finishers and related workers"
757,292,71151,Carpenter
758,,71152,Joiner
759,293,71191,Scaffolder
760,,71192,Cladding/Curtain wall erector
761,,71199,Other building frame and related trades workers n.e.c. (e.g. steeplejack)
762,294,71210,Roofer
763,295,71220,Floor/Wall tiler
764,296,71230,Plasterer
765,297,71241,Refrigeration/Air-conditioning equipment insulator
766,,71242,Boiler/Pipe insulator
767,,71249,Other insulation workers
768,298,71250,Glazier
769,299,71261,Plumber
770,,71262,Pipe fitter
771,,71263,Pipe/Drain layer
772,300,71271,Air-conditioning/Refrigeration equipment mechanic
773,,71272,Air-conditioning/Refrigeration plant installer
774,301,71290,Building finisher and related trades worker n.e.c.
775,302,71311,Building painter
776,,71312,Wall/Ceiling paperhanger
777,303,71321,Structural steel/Ship painter
778,,71322,Motor vehicle spray painter
779,,71323,Sign painter
780,,71324,"Spray painter (except ships, motor vehicles and signs)"
781,,71329,Other painters and related workers
782,304,71331,Building maintenance worker
783,,71332,Building structure cleaner and related worker
784,305,72000,"Supervisor/General foreman (metal, machinery and related trades)"
785,306,72110,Metal moulder and coremaker
786,307,72120,Welder and flame cutter
787,308,72130,Sheet metal worker
788,309,72140,Structural metal preparer and erector
789,310,72150,Rigger and cable splicer
790,311,72210,"Blacksmith, hammersmith and forging-press worker"
791,312,72221,Tool and die maker
792,,72222,Locksmith
793,,72229,Other toolmakers and related workers
794,313,72240,"Metal polisher, wheel grinder and tool sharpener"
795,314,72310,Automotive mechanic
796,315,72320,Aircraft engine mechanic and repairer
797,316,72330,Rolling stock mechanic
798,317,72340,Bicycle and related repairer
799,318,72350,Marine engine mechanic and repairer
800,319,72391,Machinery mechanic
801,,72392,Industrial/Office machinery mechanic
802,,72399,Other machinery mechanics and repairers n.e.c. (e.g. agricultural machinery mechanic)
803,320,73000,"Supervisor/General foreman (precision, handicraft, printing and related trades)"
804,321,73111,Watch and clock assembler/repairer
805,,73112,Optical instrument maker/repairer
806,,73113,Medical device assembler/repairer
807,,73119,Other precision instrument makers and repairers
808,322,73120,Musical instrument maker/repairer/tuner
809,323,73130,Jewellery and precious metal worker
810,324,73140,Potter and related worker
811,325,73150,"Glass maker, cutter, grinder and finisher"
812,326,73160,"Sign writer, decorative painter, engraver and etcher"
813,327,73210,Pre-press trades worker
814,328,73220,Printer
815,329,74001,Lift supervisor
816,,74002,"Supervisor/General foreman (electrical and electronic trades, excluding lift)"
817,330,74110,Electrician
818,331,74121,Electrical fitter
819,,74122,"Electrical lift, escalator and related equipment fitter"
820,,74123,Electrical household appliance repairer
821,332,74131,Electrical line installer
822,,74132,Electric cable jointer
823,,74133,Underground electrical line installer and repairer
824,333,74211,Electronics fitter
825,,74212,Consumer audio and video equipment mechanic
826,334,74221,"Radio, television and radar broadcasting/transmitting equipment fitter"
827,,74222,Computer and related electronic equipment mechanic
828,,74223,Telecommunications lineman
829,,74224,Telecommunications installer/servicer
830,335,75000,"Supervisor/General foreman (food processing, woodworking, garment, leather and related trades)"
831,336,75110,"Butcher, fishmonger and related food preparer"
832,337,75121,Baker
833,,75122,Pastry and confectionery maker
834,338,75150,Food and beverage taster and grader
835,339,75190,Food processing and related trades worker n.e.c. (e.g. fruit pickler)
836,340,75210,Wood treater
837,341,75220,Cabinet maker and wood related trades worker
838,342,75290,Furniture maker and related trades worker n.e.c.
839,343,75310,Tailor/Dressmaker
840,344,75320,Garment and related pattern-maker and cutter
841,345,75340,Upholsterer and related worker
842,346,75361,Shoemaker
843,,75362,Cobbler
844,,75363,Leather goods maker/assembler
845,,75369,Other shoemakers and related workers
846,347,75390,"Garment and related trades worker n.e.c. (e.g. fellmonger, tent sewer, umbrella maker)"
847,348,75410,Underwater diver
848,349,75440,Fumigator and other pest and weed controller
849,350,75490,Craft and related worker n.e.c.
850,351,81000,Stationary plant and machine supervisor/general foreman
851,352,81130,Well driller and borer and other mining related worker
852,353,81140,Cement and other mineral products machine operator
853,354,81210,"Metal melter, caster and rolling mill operator"
854,355,81220,Metal heat treating plant operator
855,356,81230,Metal drawer and extruder
856,357,81240,"Metal finishing, plating and coating machine operator"
857,358,81251,Metalworking machine setter-operator
858,,81252,Precision grinding machine setter-operator
859,,81259,Other machine-tool setter-operators
860,359,81311,Chemical processing and products plant and machine operator
861,,81312,Pharmaceutical products machine operator
862,360,81320,Photographic products machine operator
863,361,81390,"Chemical processing, chemical and photographic products plant and machine operator n.e.c."
864,362,81410,Rubber products machine operator
865,363,81420,Plastic products machine operator
866,364,81430,Paper and paperboard products machine operator
867,365,81501,Sewing machine operator
868,,81502,"Laundry and dry cleaning worker (machine, non-household)"
869,,81509,"Other textile, fur and leather products machine operators (e.g. shoemaking and related machine operators)"
870,366,81601,Meat and fish products machine operator
871,,81602,Dairy and confectionery products machine operator
872,,81603,Baked and cereal products machine operator
873,,81604,Brewer and wine and other beverages machine operator
874,,81609,Other food and related products machine operators
875,367,81700,Wood processing and papermaking plant operator
876,368,81811,Glass/Ceramics kiln machine operator
877,,81812,Fibreglass maker
878,,81819,Other glass and ceramics plant operators
879,369,81821,Boiler fireman
880,,81822,Ship's oiler/greaser
881,,81829,"Other steam turbine, boiler and engine operators"
882,370,81830,Packing/Bottling/Labelling machine operator
883,371,81841,Printing machine operator
884,,81842,Bookbinding machine operator
885,,81849,"Other printing, binding and related machine operators"
886,372,81890,Stationary plant and machine operator n.e.c.
887,373,82000,Supervisor/general foreman of assemblers and quality checkers
888,374,82110,Mechanical equipment/component assembler
889,375,82121,Electrical equipment/component assembler
890,,82122,Electronic equipment/component assembler
891,,82123,Battery assembler
892,376,82131,Electrical/Electronic products quality checker and tester
893,,82132,Mechanical products quality checker and tester
894,,82139,Other quality checkers and testers
895,377,82190,Assembler n.e.c.
896,378,83000,Mobile machinery supervisor and general foreman
897,379,83110,Train operator
898,380,83121,Railway brakeman/signalman/shunter
899,,83129,Other railway brakers and related workers
900,381,83211,Motorcycle delivery man
901,,83212,Delivery man using motorised personal mobility aids/devices
902,382,83221,Taxi driver
903,,83222,Chauffeur
904,,83223,Van driver
905,,83224,Ambulance driver
906,,83225,Parking valet
907,,83226,Private-hire car driver
908,,83229,Other car and light goods vehicle drivers
909,383,83311,Bus driver
910,,83312,Tram driver
911,384,83321,Lorry driver
912,,83322,Trailer-truck driver (including prime mover driver)
913,,83323,Concrete mix truck driver
914,,83324,Waste truck driver (including hooklift trucks with roll-on containers)
915,,83329,Other heavy truck and lorry drivers
916,385,83421,Excavating/Trench digging machine operator
917,,83422,Dredge operator
918,,83423,Pile driver/Drilling machine operator
919,,83424,Tunnelling machine operator (including pipe jacking machine operator)
920,,83429,Other earth moving and related machinery operators
921,386,83431,Crane/Hoist operator (excluding port)
922,,83432,Crane operator (on-site)
923,,83439,"Other crane, hoist and related equipment operators"
924,387,83441,Fork lift truck operator
925,,83449,Other lifting truck operators
926,388,83491,Motorised sweeper operator
927,,83492,Airport mobile equipment operator
928,,83499,Mobile machinery operators n.e.c. (e.g. mobile farm plant operator)
929,389,83501,Port limit helmsman/steersman/engine driver/tugmaster
930,,83502,Deckhand (including lighterman)
931,,83509,Other ships' deck crew and related workers
932,390,91000,Cleaning supervisor
933,391,91121,Housekeeping/Linen room attendant
934,,91122,Hotel cleaner
935,,91129,Other cleaners and helpers in hotels and related establishments
936,392,91131,"Office, commercial and industrial establishments indoor cleaner"
937,,91132,"Office, commercial and industrial establishments outdoor cleaner"
938,,91133,"Office, commercial and industrial establishments multi-skilled cleaner cum machine operator"
939,393,91151,Food and beverage establishments general cleaner
940,,91152,Table-top cleaner
941,,91153,Dishwasher
942,,91154,Food and beverage establishments multi-skilled cleaner cum machine operator
943,394,91161,Residential and open areas general cleaner
944,,91162,Residential and open areas multi-skilled cleaner cum machine operator
945,395,91210,Hand launderer/presser (non-household)
946,396,91220,Motor vehicle cleaner/polisher
947,397,91230,Window cleaner
948,398,91291,Ship/Ship tank cleaner
949,,91292,Aircraft cleaner
950,,91293,"Railway carriage cleaner (include MRT, LRT and monorail)"
951,,91299,Other cleaning workers n.e.c.
952,399,91300,Domestic helper and cleaner
953,400,92141,Tree worker/technician
954,,92142,Landscape worker
955,,92149,Other park and garden maintenance workers
956,401,91290,Agricultural and fishery labourer and related worker n.e.c. (e.g. farm labourer)
957,402,93100,Civil engineering/Building construction labourer
958,403,93201,Hand packer
959,,93209,Other manufacturing labourers and related workers (e.g. rubber sheets clipper and sorter)
960,404,93310,Hand/Pedal vehicle driver
961,405,93331,Stevedore
962,,93332,Railway/Road vehicle loader
963,,93333,Aircraft loader (e.g. airport baggage/cargo handler)
964,,93334,Warehouse worker
965,,93335,Vehicle attendant
966,,93336,Mover
967,,93337,Lashing worker
968,,93339,Other material and freight handling workers
969,406,94101,Kitchen assistant
970,,94102,Food/Drink stall assistant
971,,94103,Fast food preparer
972,,94104,"Tea server/steward (excluding bartender, barista and food/drink stall assistant)"
973,407,96000,"Waste collection, recycling and material recovery supervisor"
974,408,96111,"General waste collection, recycling and material recovery worker"
975,,96112,Waste recycling sorter
976,,96113,"Greasy waste collection, recycling and material recovery worker"
977,,96119,"Other waste collection, recycling and material recovery workers"
978,409,96211,Bell captain
979,,96212,Bellboy/Hotel porter
980,,96213,Porter (except hotel)
981,410,96251,Office/Library attendant
982,,96252,Laboratory attendant
983,,96253,Hospital/Clinic attendant
984,,96254,Car park attendant
985,,96255,"Sports and recreational attendant (e.g. golf marshal, golf caddie, fun fair attendant, bowling alley attendant, swimming pool attendant)"
986,,96256,Bus attendant
987,,96257,Restroom attendant
988,,96259,Other attendants
989,411,96261,Building caretaker/Watchman
990,,96262,Doorman
991,,96269,96269 Other watchmen and related workers (e.g. lighthouse keeper)
992,412,96271,Chief concierge (hotel)
993,,96272,Concierge (hotel)
994,413,96291,Leaflet and newspaper distributor/deliverer
995,,96292,Meter reader/Vending-machine collector
996,,96293,Odd job person
997,,96299,Other elementary workers n.e.c.
